Parent Airline,Airline,Aircraft Type,Current,Future,Historic,Total,Orders,Unit Cost,Total Cost (Current),Average Age,Aircraft  Manufacturer,Aircraft Model
IAG,British Airways,British Aerospace BAe ATP,565,12,16,16,137,14,0,18,British Aerospace BAe,ATP
Trans States Airlines,Trans States Airlines,British Aerospace Jetstream 41,565,12,11,11,137,7,0,18,British Aerospace BAe, Jetstream 41
Air Canada,Air Canada,Canadair CRJ-100 Series,565,12,26,26,137,32,0,18,Canadair ,CRJ-100 Series
Air Canada,Air Canada Regional,Canadair CRJ-100 Series,1,12,261,1,137,32,32,18.2,Canadair ,CRJ-100 Series
Air China,Shandong Airlines (51%),Canadair CRJ-100 Series,565,12,12,12,137,32,0,18,Canadair ,CRJ-100 Series
Air France/KLM,HOP!,Canadair CRJ-100 Series,565,12,8,8,137,32,0,18,Canadair ,CRJ-100 Series
Air Wisconsin,Air Wisconsin,Canadair CRJ-100 Series,66,12,5,71,137,32,2102,14.4,Canadair ,CRJ-100 Series
American Airlines,PSA Airlines,Canadair CRJ-100 Series,35,12,261,35,137,32,1115,12.8,Canadair ,CRJ-100 Series
China Eastern Airlines,China Eastern Airlines,Canadair CRJ-100 Series,565,12,5,5,137,32,0,18,Canadair ,CRJ-100 Series
China Eastern Airlines,Shanghai Airlines,Canadair CRJ-100 Series,565,12,5,5,137,32,0,18,Canadair ,CRJ-100 Series
Delta Airlines,Endeavor Air,Canadair CRJ-100 Series,53,12,87,140,137,32,1688,12.7,Canadair ,CRJ-100 Series
Flybe,Flybe,Canadair CRJ-100 Series,565,12,4,4,137,32,0,18,Canadair ,CRJ-100 Series
IAG,Air Nostrum/Iberia Regional,Canadair CRJ-100 Series,11,12,26,37,137,32,350,15.9,Canadair ,CRJ-100 Series
Lufthansa,Lufthansa CityLine,Canadair CRJ-100 Series,565,12,48,48,137,32,0,18,Canadair ,CRJ-100 Series
Lufthansa,Eurowings,Canadair CRJ-100 Series,565,12,23,23,137,32,0,18,Canadair ,CRJ-100 Series
Lufthansa,Air Dolomiti,Canadair CRJ-100 Series,565,12,5,5,137,32,0,18,Canadair ,CRJ-100 Series
Mesa Airlines,Mesa Airlines,Canadair CRJ-100 Series,1,12,58,59,137,32,32,22.9,Canadair ,CRJ-100 Series
SAS Group,Scandinavian Airlines,Canadair CRJ-100 Series,565,12,5,5,137,32,0,18,Canadair ,CRJ-100 Series
Skywest Airlines,Skywest Airlines,Canadair CRJ-100 Series,166,12,33,199,137,32,5287,14.5,Canadair ,CRJ-100 Series
Trans States Airlines,Compass Airlines,Canadair CRJ-100 Series,565,12,1,1,137,32,0,18,Canadair ,CRJ-100 Series
Utair,Utair,Canadair CRJ-100 Series,565,12,15,15,137,32,0,18,Canadair ,CRJ-100 Series
Air France/KLM,HOP!,Canadair CRJ-1000,14,12,261,14,137,49,686,5.4,Canadair,CRJ-1000
Garuda Indonesia,Garuda Indonesia,Canadair CRJ-1000,18,12,261,18,137,49,882,3.2,Canadair,CRJ-1000
IAG,Air Nostrum/Iberia Regional,Canadair CRJ-1000,16,2,261,18,21,49,784,3.7,Canadair,CRJ-1000
Jazz Airlines,Jazz Airlines,Canadair CRJ-200,14,12,44,58,137,32,446,13.4,Canadair,CRJ-200
Japan Airlines,J-Air,Canadair CRJ-200 Series,8,12,2,9,137,32,255,12.9,Canadair ,CRJ-200 Series
Air China,Shandong Airlines (51%),Canadair CRJ-700,2,12,261,2,137,41,82,13.3,Canadair,CRJ-700
Air France/KLM,HOP!,Canadair CRJ-700,12,12,3,15,137,41,492,12.8,Canadair,CRJ-700
Air India,Air India Regional,Canadair CRJ-700,3,12,1,4,137,41,123,13.7,Canadair,CRJ-700
Alaska Airlines,Alaska Airlines,Canadair CRJ-700,1,12,7,8,137,41,41,15.2,Canadair,CRJ-700
Alaska Airlines,Horizon Air,Canadair CRJ-700,565,12,21,21,137,41,0,18,Canadair,CRJ-700
American Airlines,PSA Airlines,Canadair CRJ-700,26,35,261,61,137,41,1066,12.2,Canadair,CRJ-700
American Airlines,American Eagle,Canadair CRJ-700,45,12,12,57,137,41,1845,10.1,Canadair,CRJ-700
Lufthansa,Lufthansa CityLine,Canadair CRJ-700,565,12,20,20,137,41,0,18,Canadair,CRJ-700
Lufthansa,Eurowings,Canadair CRJ-700,565,12,2,2,137,41,0,18,Canadair,CRJ-700
Mesa Airlines,Mesa Airlines,Canadair CRJ-700,20,12,261,20,137,41,820,12.9,Canadair,CRJ-700
Skywest,Skywest,Canadair CRJ-700,94,12,8,102,137,41,3854,11,Canadair,CRJ-700
Trans States Airlines,GoJet Airlines,Canadair CRJ-700,46,12,1,47,137,41,1886,11.4,Canadair,CRJ-700
Jazz Airlines,Jazz Airlines,Canadair CRJ-705,16,5,261,21,137,41,656,11.4,Canadair,CRJ-705
Alitalia,Alitalia Cityliner,Canadair CRJ-900,565,12,10,10,137,46,0,18,Canadair,CRJ-900
American Airlines,PSA Airlines,Canadair CRJ-900,54,12,261,54,137,46,2484,1.5,Canadair,CRJ-900
American Airlines,American Eagle,Canadair CRJ-900,61,12,261,61,137,46,2806,1.5,Canadair,CRJ-900
Delta Airlines,Endeavor Air,Canadair CRJ-900,81,12,1,82,137,46,3726,5.9,Canadair,CRJ-900
IAG,Air Nostrum/Iberia Regional,Canadair CRJ-900,13,12,261,13,137,46,598,10.3,Canadair,CRJ-900
Jazz Airlines,Jazz Airlines,Canadair CRJ-900,565,12,261,54,5,46,0,18,Canadair,CRJ-900
Lufthansa,Lufthansa CityLine,Canadair CRJ-900,27,12,261,27,137,46,1242,8.6,Canadair,CRJ-900
Lufthansa,Eurowings,Canadair CRJ-900,8,12,15,23,137,46,368,5.8,Canadair,CRJ-900
Mesa Airlines,Mesa Airlines,Canadair CRJ-900,64,12,261,64,137,46,2944,10.3,Canadair,CRJ-900
SAS Group,Scandinavian Airlines,Canadair CRJ-900,19,12,3,22,4,46,874,4.7,Canadair,CRJ-900
Skywest,Skywest,Canadair CRJ-900,36,12,261,36,137,46,1656,9.7,Canadair,CRJ-900
Trans States Airlines,GoJet Airlines,Canadair CRJ-900,7,12,261,7,137,46,322,8.5,Canadair,CRJ-900
Tunisair,Tunisair Express,Canadair CRJ-900,1,12,261,1,137,46,46,10.2,Canadair,CRJ-900
FedEx Express,FedEx Feeder Fleet,Cessna 208B Grand Caravan,241,12,261,54,137,3,610,18,Cessna ,208B Grand Caravan
Air China,Shandong Airlines (51%),Comac ARJ21,565,12,261,54,10,30,0,18,Comac,ARJ21
China Eastern Airlines,China United Airlines,Comac ARJ21,565,12,261,54,5,30,0,18,Comac,ARJ21
Air China,Air China,COMAC C919,565,12,261,54,20,68,0,18,COMAC,C919
China Eastern Airlines,China Eastern Airlines,COMAC C919,565,12,261,54,20,68,0,18,COMAC,C919
China Southern Airlines,China Southern Airlines,COMAC C919,565,12,261,54,20,68,0,18,COMAC,C919
Hainan Airlines,Hainan Airlines,COMAC C919,565,12,261,54,20,68,0,18,COMAC,C919
Flybe,Flybe,De Havilland Canada DHC-6 Twin Otter,1,12,261,1,137,7,7,36.9,De Havilland Canada ,DHC-6 Twin Otter
IAG,British Airways,De Havilland Canada DHC-6 Twin Otter,565,12,1,1,137,7,0,18,De Havilland Canada ,DHC-6 Twin Otter
SAS Group,Widerøe,De Havilland Canada DHC-6 Twin Otter,565,12,1,1,137,7,0,18,De Havilland Canada ,DHC-6 Twin Otter
Aegean Airlines,Olympic Air,De Havilland Canada DHC-8 Dash 8,12,12,7,19,137,31,376,12.6,De Havilland Canada ,DHC-8 Dash 8
Aeroflot,Aurora Airlines,De Havilland Canada DHC-8 Dash 8,8,2,1,12,137,31,250,14.8,De Havilland Canada ,DHC-8 Dash 8
Air Berlin,Air Berlin,De Havilland Canada DHC-8 Dash 8,20,12,261,20,1,31,626,7.4,De Havilland Canada ,DHC-8 Dash 8
Air Namibia,Air Namibia,De Havilland Canada DHC-8 Dash 8,565,12,1,1,137,419,38425,18,De Havilland Canada ,DHC-8 Dash 8
Air Wisconsin,Air Wisconsin,De Havilland Canada DHC-8 Dash 8,565,12,12,12,137,7,0,18,De Havilland Canada ,DHC-8 Dash 8
Alaska Airlines,Horizon Air,De Havilland Canada DHC-8 Dash 8,52,12,56,108,2,31,1628,10.2,De Havilland Canada ,DHC-8 Dash 8
All Nippon Airways,ANA Wings,De Havilland Canada DHC-8 Dash 8,21,12,5,26,9,31,657,9.3,De Havilland Canada ,DHC-8 Dash 8
American Airlines,Piedmont Airlines,De Havilland Canada DHC-8 Dash 8,34,12,75,109,137,31,1064,26.1,De Havilland Canada ,DHC-8 Dash 8
Ethiopian Airlines,Ethiopian Airlines,De Havilland Canada DHC-8 Dash 8,18,12,261,18,2,31,563,4.7,De Havilland Canada ,DHC-8 Dash 8
EVA Air,Uni Air,De Havilland Canada DHC-8 Dash 8,565,12,14,14,137,7,0,18,De Havilland Canada ,DHC-8 Dash 8
Flybe,Flybe,De Havilland Canada DHC-8 Dash 8,55,4,32,91,4,31,1722,9.6,De Havilland Canada ,DHC-8 Dash 8
Frontier Airlines,Frontier Airlines,De Havilland Canada DHC-8 Dash 8,565,12,11,11,137,7,0,18,De Havilland Canada ,DHC-8 Dash 8
IAG,British Airways,De Havilland Canada DHC-8 Dash 8,565,12,2,2,137,7,0,18,De Havilland Canada ,DHC-8 Dash 8
IAG,Air Nostrum/Iberia Regional,De Havilland Canada DHC-8 Dash 8,565,12,19,19,137,7,0,18,De Havilland Canada ,DHC-8 Dash 8
Japan Airlines,Japan Air Commuter (60% owned),De Havilland Canada DHC-8 Dash 8,10,12,2,11,137,31,313,12,De Havilland Canada ,DHC-8 Dash 8
Jazz Airlines,Jazz Airlines,De Havilland Canada DHC-8 Dash 8,47,12,22,108,137,31,1471,16.6,De Havilland Canada ,DHC-8 Dash 8
Kenya Airways,Jambojet Limited,De Havilland Canada DHC-8 Dash 8,1,12,261,1,137,31,31,14.8,De Havilland Canada ,DHC-8 Dash 8
Lion Air,Wings Air,De Havilland Canada DHC-8 Dash 8,565,12,3,3,137,7,0,18,De Havilland Canada ,DHC-8 Dash 8
LOT Polish Airlines,LOT Polish Airlines,De Havilland Canada DHC-8 Dash 8,10,12,261,10,137,31,313,4.3,De Havilland Canada ,DHC-8 Dash 8
Lufthansa,Lufthansa CityLine,De Havilland Canada DHC-8 Dash 8,565,12,4,4,137,7,0,18,De Havilland Canada ,DHC-8 Dash 8
Lufthansa,Air Dolomiti,De Havilland Canada DHC-8 Dash 8,565,12,3,3,137,7,0,18,De Havilland Canada ,DHC-8 Dash 8
Lufthansa,Austrian Airlines,De Havilland Canada DHC-8 Dash 8,18,12,1,19,137,31,563,13.1,De Havilland Canada ,DHC-8 Dash 8
Lufthansa,Brussels Airlines,De Havilland Canada DHC-8 Dash 8,2,12,3,5,137,31,63,8.3,De Havilland Canada ,DHC-8 Dash 8
Lufthansa,Brussels Airlines,De Havilland Canada DHC-8 Dash 8,2,12,3,5,137,31,63,8.3,De Havilland Canada ,DHC-8 Dash 8
Mesa Airlines,Mesa Airlines,De Havilland Canada DHC-8 Dash 8,565,12,17,17,137,7,0,18,De Havilland Canada ,DHC-8 Dash 8
Philippine Airlines,PAL Express,De Havilland Canada DHC-8 Dash 8,9,12,261,9,137,31,282,13,De Havilland Canada ,DHC-8 Dash 8
Qantas Airways,QantasLink,De Havilland Canada DHC-8 Dash 8,44,12,10,54,137,31,1377,10,De Havilland Canada ,DHC-8 Dash 8
Qantas Airways,Jetstar Airways,De Havilland Canada DHC-8 Dash 8,5,12,261,5,137,31,157,12.8,De Havilland Canada ,DHC-8 Dash 8
Qantas Airways,Eastern Australia Airlines,De Havilland Canada DHC-8 Dash 8,18,12,22,40,137,31,563,15.2,De Havilland Canada ,DHC-8 Dash 8
Qantas Airways,Sunstate Airlines,De Havilland Canada DHC-8 Dash 8,31,12,16,47,137,31,970,7.5,De Havilland Canada ,DHC-8 Dash 8
Republic Airways,Republic Airlines,De Havilland Canada DHC-8 Dash 8,565,12,31,31,137,7,0,18,De Havilland Canada ,DHC-8 Dash 8
Royal Jordanian,Royal Jordanian,De Havilland Canada DHC-8 Dash 8,565,12,2,2,137,31,0,18,De Havilland Canada ,DHC-8 Dash 8
Royal Jordanian,Royal Wings,De Havilland Canada DHC-8 Dash 8,565,12,3,3,137,31,0,18,De Havilland Canada ,DHC-8 Dash 8
SAS Group,Scandinavian Airlines,De Havilland Canada DHC-8 Dash 8,565,12,28,28,137,7,0,18,De Havilland Canada ,DHC-8 Dash 8
SAS Group,Widerøe,De Havilland Canada DHC-8 Dash 8,41,12,17,58,137,31,1283,18.7,De Havilland Canada ,DHC-8 Dash 8
SAS Group,Air Greenland,De Havilland Canada DHC-8 Dash 8,7,12,1,8,137,31,219,19.7,De Havilland Canada ,DHC-8 Dash 8
SpiceJet,SpiceJet,De Havilland Canada DHC-8 Dash 8,18,12,1,19,137,31,563,5.3,De Havilland Canada ,DHC-8 Dash 8
Thai Airways,Nok Air,De Havilland Canada DHC-8 Dash 8,8,12,261,8,137,31,250,1.6,De Havilland Canada ,DHC-8 Dash 8
WestJet,WestJet Encore,De Havilland Canada DHC-8 Dash 8,33,12,261,33,9,31,1033,2,De Havilland Canada ,DHC-8 Dash 8
Air Wisconsin,Air Wisconsin,Dornier Do-328,565,12,23,23,137,8,0,18,Dornier,Do-328
Alaska Airlines,Horizon Air,Dornier Do-328,565,12,12,12,137,8,0,18,Dornier,Do-328
American Airlines,PSA Airlines,Dornier Do-328,565,12,28,28,137,8,0,18,Dornier,Do-328
Flybe,Flybe,Dornier Do-328,2,12,1,3,137,8,16,20,Dornier,Do-328
Hainan Airlines,Hainan Airlines,Dornier Do-328,565,12,27,27,137,8,0,18,Dornier,Do-328
Lufthansa,Eurowings,Dornier Do-328,565,12,1,1,137,8,0,18,Dornier,Do-328
Tianjin Airlines,Tianjin Airlines,Dornier Do-328,565,12,26,26,137,8,0,18,Dornier,Do-328
Alaska Airlines,Horizon Air,Embraer E175,565,12,261,54,30,39,0,18,Embraer,E175
United Airlines,United Airlines,Embraer E175,565,12,261,54,24,39,0,18,Embraer,E175
Skywest,Skywest,Embraer E175-E2,565,12,261,54,100,39,0,18,Embraer,E175-E2
Avianca,Avianca El Salvador/TACA Airlines,Embraer E-190,8,12,2,10,137,46,370,7.2,Embraer,E-190
Finnair,Nordic Regional Airlines,Embraer E-190,12,12,261,12,137,46,554,7.6,Embraer,E-190
Mesa Airlines,Mesa Airlines,Embraer EMB-120 Brasilia,565,12,6,6,137,11,0,18,Embraer ,Brasilia
Qantas Airways,Network Aviation,Embraer EMB-120 Brasilia,565,12,2,2,137,11,0,18,Embraer ,EMB-120 Brasilia
Skywest,Skywest,Embraer EMB-120 Brasilia,565,12,62,62,137,11,0,18,Embraer ,EMB-120 Brasilia
Trans States Airlines,Trans States Airlines,Embraer EMB-120 Brasilia,565,12,1,1,137,11,0,18,Embraer ,EMB-120 Brasilia
Air Europa,Air Europa,Embraer ERJ-145,1,12,261,1,137,20,20,16.9,Embraer,ERJ-145
Air France/KLM,HOP!,Embraer ERJ-145,16,12,6,22,137,20,314,16.6,Embraer,ERJ-145
Air Namibia,Air Namibia,Embraer ERJ-145,4,12,261,4,137,419,38425,16.6,Embraer,ERJ-145
American Airlines,American Eagle,Embraer ERJ-145,97,12,120,217,137,20,1901,14,Embraer,ERJ-145
American Airlines,Piedmont Airlines,Embraer ERJ-145,10,12,261,10,137,20,196,17.7,Embraer,ERJ-145
China Eastern Airlines,China Eastern Airlines,Embraer ERJ-145,565,12,10,10,137,20,0,18,Embraer,ERJ-145
China Southern Airlines,China Southern Airlines,Embraer ERJ-145,565,12,6,6,137,20,0,18,Embraer,ERJ-145
Flybe,Flybe,Embraer ERJ-145,565,12,28,28,137,20,0,18,Embraer,ERJ-145
Grupo Aeromexico,Aeromexico Connect,Embraer ERJ-145,19,12,21,40,137,20,372,15,Embraer,ERJ-145
LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-145,565,12,14,14,137,20,0,18,Embraer,ERJ-145
Lufthansa,Swiss International Airlines,Embraer ERJ-145,565,12,25,25,137,20,0,18,Embraer,ERJ-145
Lufthansa,Brussels Airlines,Embraer ERJ-145,1,12,261,1,137,20,20,15.5,Embraer,ERJ-145
Lufthansa,Brussels Airlines,Embraer ERJ-145,1,12,261,1,137,20,20,15.5,Embraer,ERJ-145
Mesa Airlines,Mesa Airlines,Embraer ERJ-145,565,12,36,36,137,20,0,18,Embraer,ERJ-145
Tianjin Airlines,Tianjin Airlines,Embraer ERJ-145,19,12,6,25,137,20,372,8.7,Embraer,ERJ-145
Trans States Airlines,Trans States Airlines,Embraer ERJ-145,55,12,43,98,137,20,1078,15.2,Embraer,ERJ-145
Air Canada,Air Canada,Embraer ERJ-170,565,12,15,15,137,39,0,18,Embraer,ERJ-170
Air France/KLM,HOP!,Embraer ERJ-170,15,12,1,16,137,39,581,9.4,Embraer,ERJ-170
Air France/KLM,KLM Cityhopper,Embraer ERJ-170,4,12,261,4,13,39,155,0.5,Embraer,ERJ-170
Alaska Airlines,Alaska Airlines,Embraer ERJ-170,15,12,261,15,137,39,581,0.8,Embraer,ERJ-170
Alitalia,Alitalia Cityliner,Embraer ERJ-170,15,12,261,15,137,39,581,4.6,Embraer,ERJ-170
American Airlines,American Eagle,Embraer ERJ-170,94,2,261,96,137,39,3638,1.9,Embraer,ERJ-170
American Airlines,Envoy Air,Embraer ERJ-170,26,2,261,28,137,39,1006,0.6,Embraer,ERJ-170
Azul,Azul,Embraer ERJ-170,565,12,5,5,137,39,0,18,Embraer,ERJ-170
EgyptAir,EgyptAir Express,Embraer ERJ-170,12,12,261,12,137,39,464,8.7,Embraer,ERJ-170
Finnair,Finnair,Embraer ERJ-170,565,12,10,10,137,39,0,18,Embraer,ERJ-170
Flybe,Flybe,Embraer ERJ-170,11,12,261,11,4,39,426,4.7,Embraer,ERJ-170
Grupo Aeromexico,Aeromexico Connect,Embraer ERJ-170,14,12,2,16,2,39,542,11.5,Embraer,ERJ-170
Gulf Air,Gulf Air,Embraer ERJ-170,565,12,2,2,137,39,0,18,Embraer,ERJ-170
IAG,BA CityFlyer,Embraer ERJ-170,6,12,261,6,137,39,232,7.1,Embraer,ERJ-170
Japan Airlines,J-Air,Embraer ERJ-170,17,12,261,17,3,39,658,5.3,Embraer,ERJ-170
Kenya Airways,Kenya Airways,Embraer ERJ-170,565,12,5,5,137,39,0,18,Embraer,ERJ-170
LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-170,18,12,6,24,137,39,697,9.8,Embraer,ERJ-170
Mesa Airlines,Mesa Airlines,Embraer ERJ-170,48,12,261,48,137,39,1858,1.5,Embraer,ERJ-170
Oman Air,Oman Air,Embraer ERJ-170,4,12,261,4,137,39,155,5,Embraer,ERJ-170
Republic Airways,Republic Airlines,Embraer ERJ-170,118,12,45,163,137,39,4567,6,Embraer,ERJ-170
Royal Jordanian,Royal Jordanian,Embraer ERJ-170,3,12,261,3,137,39,116,7.8,Embraer,ERJ-170
S7 Airlines,S7 Airlines,Embraer ERJ-170,565,12,261,54,17,39,0,18,Embraer,ERJ-170
Saudi Arabian Airlines,Saudi Arabian Airlines,Embraer ERJ-170,15,12,261,15,137,39,581,10.5,Embraer,ERJ-170
Skywest,Skywest,Embraer ERJ-170,79,4,261,83,25,39,3057,1.3,Embraer,ERJ-170
Trans States Airlines,Compass Airlines,Embraer ERJ-170,62,12,261,62,137,39,2399,6.4,Embraer,ERJ-170
Virgin Australia,Virgin Australia,Embraer ERJ-170,565,12,4,4,137,39,0,18,Embraer,ERJ-170
Aerolineas Argentinas,Austral Líneas Aéreas,Embraer ERJ-190,26,1,261,27,137,46,1201,5.4,Embraer,ERJ-190
Air Astana,Air Astana,Embraer ERJ-190,9,12,261,9,137,46,416,4.5,Embraer,ERJ-190
Air Berlin,Air Berlin,Embraer ERJ-190,565,12,3,3,137,46,0,18,Embraer,ERJ-190
Air Canada,Air Canada,Embraer ERJ-190,25,12,20,45,137,46,1155,9.5,Embraer,ERJ-190
Air Europa,Air Europa,Embraer ERJ-190,7,12,4,11,137,46,323,6.2,Embraer,ERJ-190
Air France/KLM,HOP!,Embraer ERJ-190,10,12,261,10,137,46,462,8.8,Embraer,ERJ-190
Air France/KLM,KLM Cityhopper,Embraer ERJ-190,30,12,261,30,137,46,1386,5.5,Embraer,ERJ-190
Alitalia,Alitalia Cityliner,Embraer ERJ-190,5,12,261,5,137,46,231,5,Embraer,ERJ-190
American Airlines,American Airlines,Embraer ERJ-190,20,12,261,20,137,46,924,9.1,Embraer,ERJ-190
Azul,Azul,Embraer ERJ-190,74,12,14,88,33,46,3419,4.9,Embraer,ERJ-190
China Airlines,Mandarin Airlines (93.99%),Embraer ERJ-190,6,12,2,8,137,46,277,8.8,Embraer,ERJ-190
China Southern Airlines,China Southern Airlines,Embraer ERJ-190,20,12,261,20,137,46,924,4.7,Embraer,ERJ-190
Copa Airlines,Copa Airlines,Embraer ERJ-190,12,12,3,15,137,46,554,9.7,Embraer,ERJ-190
Copa Airlines,Copa Airlines Colombia,Embraer ERJ-190,9,12,5,14,137,46,416,9.2,Embraer,ERJ-190
Delta Airlines,Delta Airlines,Embraer ERJ-190,11,12,2,13,137,46,508,10.2,Embraer,ERJ-190
Finnair,Finnair,Embraer ERJ-190,12,12,261,12,137,46,554,8.5,Embraer,ERJ-190
Flybe,Flybe,Embraer ERJ-190,9,12,5,14,137,46,416,8.8,Embraer,ERJ-190
Grupo Aeromexico,Aeromexico Connect,Embraer ERJ-190,36,12,261,36,1,46,1663,6.3,Embraer,ERJ-190
Gulf Air,Gulf Air,Embraer ERJ-190,565,12,2,2,137,46,0,18,Embraer,ERJ-190
IAG,BA CityFlyer,Embraer ERJ-190,14,12,261,14,137,46,647,5.8,Embraer,ERJ-190
Japan Airlines,J-Air,Embraer ERJ-190,3,1,261,5,17,46,139,0.4,Embraer,ERJ-190
JetBlue,JetBlue Airways,Embraer ERJ-190,60,12,4,64,24,46,2772,8.2,Embraer,ERJ-190
Kenya Airways,Kenya Airways,Embraer ERJ-190,15,12,261,15,137,46,693,4.4,Embraer,ERJ-190
LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-190,6,12,261,6,137,46,277,5,Embraer,ERJ-190
Lufthansa,Lufthansa CityLine,Embraer ERJ-190,23,12,10,33,137,46,1063,6.4,Embraer,ERJ-190
Lufthansa,Austrian Airlines,Embraer ERJ-190,10,7,261,17,7,46,462,5.5,Embraer,ERJ-190
Lufthansa,Air Dolomiti,Embraer ERJ-190,10,12,1,11,137,46,462,5.9,Embraer,ERJ-190
Republic Airways,Republic Airlines,Embraer ERJ-190,565,12,17,17,137,46,0,18,Embraer,ERJ-190
Royal Air Maroc,Royal Air Maroc,Embraer ERJ-190,4,12,2,6,137,46,185,2.1,Embraer,ERJ-190
Royal Jordanian,Royal Jordanian,Embraer ERJ-190,2,12,3,5,137,46,92,9.2,Embraer,ERJ-190
TAP Portugal,TAP Express,Embraer ERJ-190,9,12,261,9,4,46,416,5.2,Embraer,ERJ-190
Tianjin Airlines,Tianjin Airlines,Embraer ERJ-190,48,12,10,58,20,46,2218,5.6,Embraer,ERJ-190
Tianjin Airlines,GX Airlines,Embraer ERJ-190,10,12,261,10,137,46,462,6.1,Embraer,ERJ-190
TUI Group,TUI Airlines Belgium,Embraer ERJ-190,3,12,261,3,1,46,139,3.1,Embraer,ERJ-190
Turkish Airlines,Anadolujet (100%),Embraer ERJ-190,565,12,6,6,137,46,0,18,Embraer,ERJ-190
Virgin Australia,Virgin Australia,Embraer ERJ-190,13,12,5,18,137,46,601,7.6,Embraer,ERJ-190
Korean Air,Korean Air,Eurocopter EC135,5,12,261,5,137,419,0,5.9,Eurocopter,EC135
Air Astana,Air Astana,Fokker F50 / F60,565,12,6,6,137,18,0,18,Fokker, F50 /F60
Air France/KLM,KLM Cityhopper,Fokker F50 / F60,565,12,23,23,137,18,0,18,Fokker, F50 /F60
Avianca,Avianca,Fokker F50 / F60,565,12,10,10,137,18,0,18,Fokker, F50 /F60
China Airlines,Mandarin Airlines (93.99%),Fokker F50 / F60,565,12,7,7,137,18,0,18,Fokker, F50 /F60
Ethiopian Airlines,Ethiopian Airlines,Fokker F50 / F60,565,12,5,5,137,18,0,18,Fokker, F50 /F60
IAG,Air Nostrum/Iberia Regional,Fokker F50 / F60,565,12,37,37,137,18,0,18,Fokker, F50 /F60
IAG,Aer Lingus,Fokker F50 / F60,565,12,8,8,137,18,0,18,Fokker, F50 /F60
Kenya Airways,Kenya Airways,Fokker F50 / F60,565,12,3,3,137,18,0,18,Fokker, F50 /F60
Lufthansa,Lufthansa CityLine,Fokker F50 / F60,565,12,35,35,137,18,0,18,Fokker, F50 /F60
Malaysia Airlines,Malaysia Airlines,Fokker F50 / F60,565,12,12,12,137,18,0,18,Fokker, F50 /F60
Malaysia Airlines,Firefly,Fokker F50 / F60,565,12,3,3,137,18,0,18,Fokker, F50 /F60
Malaysia Airlines,MASwings,Fokker F50 / F60,565,12,8,8,137,18,0,18,Fokker, F50 /F60
Norwegian Air,Norwegian Air,Fokker F50 / F60,565,12,7,7,137,18,0,18,Fokker, F50 /F60
Philippine Airlines,Philippine Airlines,Fokker F50 / F60,565,12,11,11,137,18,0,18,Fokker, F50 /F60
SAS Group,Scandinavian Airlines,Fokker F50 / F60,565,12,7,7,137,18,0,18,Fokker, F50 /F60
SAS Group,Widerøe,Fokker F50 / F60,565,12,4,4,137,18,0,18,Fokker, F50 /F60
Virgin Australia,Virgin Australia Regional,Fokker F50 / F60,565,12,8,8,137,18,0,18,Fokker, F50 /F60
Air Berlin,Air Berlin,Fokker F70 / F100,565,12,18,18,137,20,0,18,Fokker,F70/F100
Air France/KLM,Air France,Fokker F70 / F100,565,12,5,5,137,20,0,18,Fokker,F70/F100
Air France/KLM,KLM,Fokker F70 / F100,565,12,6,6,137,20,0,18,Fokker,F70/F100
Air France/KLM,KLM Cityhopper,Fokker F70 / F100,13,12,35,48,137,20,260,20.8,Fokker,F70/F100
American Airlines,American Airlines,Fokker F70 / F100,565,12,75,75,137,20,0,18,Fokker,F70/F100
Avianca,Avianca,Fokker F70 / F100,565,12,15,15,137,20,0,18,Fokker,F70/F100
Avianca,Avianca Brazil,Fokker F70 / F100,565,12,14,14,137,20,0,18,Fokker,F70/F100
China Airlines,Mandarin Airlines (93.99%),Fokker F70 / F100,565,12,6,6,137,20,0,18,Fokker,F70/F100
China Eastern Airlines,China Eastern Airlines,Fokker F70 / F100,565,12,10,10,137,20,0,18,Fokker,F70/F100
IAG,British Airways,Fokker F70 / F100,565,12,6,6,137,20,0,18,Fokker,F70/F100
Korean Air,Korean Air,Fokker F70 / F100,565,12,12,12,137,20,0,18,Fokker,F70/F100
Lufthansa,Air Dolomiti,Fokker F70 / F100,565,12,2,2,137,20,0,18,Fokker,F70/F100
Lufthansa,Austrian Airlines,Fokker F70 / F100,11,12,19,30,137,20,220,23.2,Fokker,F70/F100
Qantas Airways,QantasLink,Fokker F70 / F100,15,1,261,16,3,20,300,23.6,Fokker,F70/F100
Qantas Airways,Network Aviation,Fokker F70 / F100,15,12,1,16,137,20,300,23.6,Fokker,F70/F100
Singapore Airlines,SilkAir,Fokker F70 / F100,565,12,2,2,137,20,0,18,Fokker,F70/F100
Vietnam Airlines,Vietnam Airlines,Fokker F70 / F100,565,12,2,2,137,20,0,18,Fokker,F70/F100
Virgin Australia,Virgin Australia Regional,Fokker F70 / F100,14,12,261,14,137,20,280,24.6,Fokker,F70/F100
Hainan Airlines,Capital Airlines (70%),Gulfstream Aerospace G500/G550,2,12,261,2,137,419,0,18,Gulfstream,Aerospace G500/G550
